x,y,TOTAL_SNOW_FLAG,TOTAL_RAIN_FLAG,DIRECTION_MAX_GUST,MAX_TEMPERATURE_FLAG,SNOW_ON_GROUND_FLAG,LOCAL_DAY,PROVINCE_CODE,MEAN_TEMPERATURE_FLAG,TOTAL_SNOW,LOCAL_DATE,SPEED_MAX_GUST_FLAG,SPEED_MAX_GUST,HEATING_DEGREE_DAYS,COOLING_DEGREE_DAYS,MIN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_RAIN,MAX_REL_HUMIDITY_FLAG,MIN_TEMPERATURE,MEAN_TEMPERATURE,STATION_NAME,MIN_REL_HUMIDITY_FLAG,LOCAL_MONTH,TOTAL_PRECIPITATION_FLAG,MAX_TEMPERATURE,MIN_REL_HUMIDITY,HEATING_DEGREE_DAYS_FLAG,LOCAL_YEAR,ID,CLIMATE_IDENTIFIER,DIRECTION_MAX_GUST_FLAG,COOLING_DEGREE_DAYS_FLAG,SNOW_ON_GROUND,MAX_REL_HUMIDITY,ELEVATION
-122.551,49.144666666666666,,,,,,4,BC,,0.0,2021-04-04 00:00:00,,,10.2,0.0,,0.0,0.0,,4.5,7.8,FORT LANGLEY TELEGRAPH TRAIL,,4,,11.0,,,2021,1102912.2021.4.4,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,5,BC,,0.0,2021-04-05 00:00:00,,,12.2,0.0,,0.0,0.0,,-0.5,5.8,FORT LANGLEY TELEGRAPH TRAIL,,4,,12.0,,,2021,1102912.2021.4.5,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,6,BC,,0.0,2021-04-06 00:00:00,,,10.5,0.0,,0.0,0.0,,1.0,7.5,FORT LANGLEY TELEGRAPH TRAIL,,4,,14.0,,,2021,1102912.2021.4.6,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,7,BC,,0.0,2021-04-07 00:00:00,,,12.0,0.0,,4.0,4.0,,5.0,6.0,FORT LANGLEY TELEGRAPH TRAIL,,4,,7.0,,,2021,1102912.2021.4.7,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,T,,,,8,BC,,0.0,2021-04-08 00:00:00,,,10.5,0.0,,0.0,0.0,,3.5,7.5,FORT LANGLEY TELEGRAPH TRAIL,,4,T,11.5,,,2021,1102912.2021.4.8,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,9,BC,,0.0,2021-04-09 00:00:00,,,11.7,0.0,,2.6,2.6,,5.0,6.3,FORT LANGLEY TELEGRAPH TRAIL,,4,,7.5,,,2021,1102912.2021.4.9,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,10,BC,,0.0,2021-04-10 00:00:00,,,12.0,0.0,,0.4,0.4,,2.0,6.0,FORT LANGLEY TELEGRAPH TRAIL,,4,,10.0,,,2021,1102912.2021.4.10,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,11,BC,,0.0,2021-04-11 00:00:00,,,11.7,0.0,,0.0,0.0,,0.5,6.3,FORT LANGLEY TELEGRAPH TRAIL,,4,,12.0,,,2021,1102912.2021.4.11,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,12,BC,,0.0,2021-04-12 00:00:00,,,10.7,0.0,,0.0,0.0,,-0.5,7.3,FORT LANGLEY TELEGRAPH TRAIL,,4,,15.0,,,2021,1102912.2021.4.12,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,13,BC,,0.0,2021-04-13 00:00:00,,,6.5,0.0,,0.0,0.0,,3.5,11.5,FORT LANGLEY TELEGRAPH TRAIL,,4,,19.5,,,2021,1102912.2021.4.13,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,14,BC,,0.0,2021-04-14 00:00:00,,,4.7,0.0,,0.0,0.0,,3.5,13.3,FORT LANGLEY TELEGRAPH TRAIL,,4,,23.0,,,2021,1102912.2021.4.14,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,15,BC,,0.0,2021-04-15 00:00:00,,,3.5,0.0,,0.0,0.0,,5.0,14.5,FORT LANGLEY TELEGRAPH TRAIL,,4,,24.0,,,2021,1102912.2021.4.15,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,16,BC,,0.0,2021-04-16 00:00:00,,,3.2,0.0,,0.0,0.0,,5.0,14.8,FORT LANGLEY TELEGRAPH TRAIL,,4,,24.5,,,2021,1102912.2021.4.16,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,17,BC,,0.0,2021-04-17 00:00:00,,,1.7,0.0,,0.0,0.0,,7.5,16.3,FORT LANGLEY TELEGRAPH TRAIL,,4,,25.0,,,2021,1102912.2021.4.17,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,18,BC,,0.0,2021-04-18 00:00:00,,,2.2,0.0,,0.0,0.0,,7.0,15.8,FORT LANGLEY TELEGRAPH TRAIL,,4,,24.5,,,2021,1102912.2021.4.18,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,19,BC,,0.0,2021-04-19 00:00:00,,,0.0,1.0,,0.0,0.0,,14.5,19.0,FORT LANGLEY TELEGRAPH TRAIL,,4,,23.5,,,2021,1102912.2021.4.19,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,20,BC,,0.0,2021-04-20 00:00:00,,,4.7,0.0,,0.0,0.0,,5.0,13.3,FORT LANGLEY TELEGRAPH TRAIL,,4,,21.5,,,2021,1102912.2021.4.20,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,21,BC,,0.0,2021-04-21 00:00:00,,,4.5,0.0,,0.0,0.0,,6.0,13.5,FORT LANGLEY TELEGRAPH TRAIL,,4,,21.0,,,2021,1102912.2021.4.21,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,22,BC,,0.0,2021-04-22 00:00:00,,,5.7,0.0,,0.0,0.0,,6.5,12.3,FORT LANGLEY TELEGRAPH TRAIL,,4,,18.0,,,2021,1102912.2021.4.22,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,23,BC,,0.0,2021-04-23 00:00:00,,,6.7,0.0,,2.4,2.4,,7.0,11.3,FORT LANGLEY TELEGRAPH TRAIL,,4,,15.5,,,2021,1102912.2021.4.23,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,24,BC,,0.0,2021-04-24 00:00:00,,,8.2,0.0,,9.0,9.0,,8.0,9.8,FORT LANGLEY TELEGRAPH TRAIL,,4,,11.5,,,2021,1102912.2021.4.24,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,25,BC,,0.0,2021-04-25 00:00:00,,,8.0,0.0,,3.8,3.8,,8.0,10.0,FORT LANGLEY TELEGRAPH TRAIL,,4,,12.0,,,2021,1102912.2021.4.25,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,26,BC,,0.0,2021-04-26 00:00:00,,,6.2,0.0,,0.2,0.2,,7.5,11.8,FORT LANGLEY TELEGRAPH TRAIL,,4,,16.0,,,2021,1102912.2021.4.26,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,T,,,,27,BC,,0.0,2021-04-27 00:00:00,,,6.7,0.0,,0.0,0.0,,7.5,11.3,FORT LANGLEY TELEGRAPH TRAIL,,4,T,15.0,,,2021,1102912.2021.4.27,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,T,,,,28,BC,,0.0,2021-04-28 00:00:00,,,5.2,0.0,,0.0,0.0,,9.5,12.8,FORT LANGLEY TELEGRAPH TRAIL,,4,T,16.0,,,2021,1102912.2021.4.28,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,29,BC,,0.0,2021-04-29 00:00:00,,,5.2,0.0,,4.0,4.0,,9.5,12.8,FORT LANGLEY TELEGRAPH TRAIL,,4,,16.0,,,2021,1102912.2021.4.29,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,30,BC,,0.0,2021-04-30 00:00:00,,,3.5,0.0,,4.2,4.2,,10.0,14.5,FORT LANGLEY TELEGRAPH TRAIL,,4,,19.0,,,2021,1102912.2021.4.30,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,1,BC,,0.0,2021-05-01 00:00:00,,,5.5,0.0,,0.0,0.0,,9.0,12.5,FORT LANGLEY TELEGRAPH TRAIL,,5,,16.0,,,2021,1102912.2021.5.1,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,2,BC,,0.0,2021-05-02 00:00:00,,,6.7,0.0,,0.0,0.0,,5.5,11.3,FORT LANGLEY TELEGRAPH TRAIL,,5,,17.0,,,2021,1102912.2021.5.2,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,3,BC,,0.0,2021-05-03 00:00:00,,,7.7,0.0,,3.0,3.0,,7.0,10.3,FORT LANGLEY TELEGRAPH TRAIL,,5,,13.5,,,2021,1102912.2021.5.3,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,4,BC,,0.0,2021-05-04 00:00:00,,,4.7,0.0,,0.0,0.0,,9.5,13.3,FORT LANGLEY TELEGRAPH TRAIL,,5,,17.0,,,2021,1102912.2021.5.4,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,5,BC,,0.0,2021-05-05 00:00:00,,,4.7,0.0,,0.0,0.0,,5.5,13.3,FORT LANGLEY TELEGRAPH TRAIL,,5,,21.0,,,2021,1102912.2021.5.5,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,6,BC,,0.0,2021-05-06 00:00:00,,,2.2,0.0,,5.8,5.8,,12.5,15.8,FORT LANGLEY TELEGRAPH TRAIL,,5,,19.0,,,2021,1102912.2021.5.6,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,7,BC,,0.0,2021-05-07 00:00:00,,,8.0,0.0,,5.2,5.2,,6.5,10.0,FORT LANGLEY TELEGRAPH TRAIL,,5,,13.5,,,2021,1102912.2021.5.7,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,8,BC,,0.0,2021-05-08 00:00:00,,,7.7,0.0,,1.0,1.0,,7.5,10.3,FORT LANGLEY TELEGRAPH TRAIL,,5,,13.0,,,2021,1102912.2021.5.8,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,9,BC,,0.0,2021-05-09 00:00:00,,,7.0,0.0,,0.0,0.0,,6.0,11.0,FORT LANGLEY TELEGRAPH TRAIL,,5,,16.0,,,2021,1102912.2021.5.9,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,10,BC,,0.0,2021-05-10 00:00:00,,,6.2,0.0,,0.0,0.0,,6.0,11.8,FORT LANGLEY TELEGRAPH TRAIL,,5,,17.5,,,2021,1102912.2021.5.10,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,11,BC,,0.0,2021-05-11 00:00:00,,,4.7,0.0,,0.6,0.6,,5.0,13.3,FORT LANGLEY TELEGRAPH TRAIL,,5,,21.5,,,2021,1102912.2021.5.11,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,12,BC,,0.0,2021-05-12 00:00:00,,,3.2,0.0,,0.8,0.8,,10.0,14.8,FORT LANGLEY TELEGRAPH TRAIL,,5,,19.5,,,2021,1102912.2021.5.12,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,13,BC,,0.0,2021-05-13 00:00:00,,,2.7,0.0,,0.0,0.0,,8.5,15.3,FORT LANGLEY TELEGRAPH TRAIL,,5,,22.0,,,2021,1102912.2021.5.13,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,14,BC,,0.0,2021-05-14 00:00:00,,,2.0,0.0,,0.0,0.0,,9.0,16.0,FORT LANGLEY TELEGRAPH TRAIL,,5,,23.0,,,2021,1102912.2021.5.14,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,15,BC,,0.0,2021-05-15 00:00:00,,,2.7,0.0,,0.0,0.0,,8.5,15.3,FORT LANGLEY TELEGRAPH TRAIL,,5,,22.0,,,2021,1102912.2021.5.15,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,16,BC,,0.0,2021-05-16 00:00:00,,,1.2,0.0,,0.0,0.0,,10.0,16.8,FORT LANGLEY TELEGRAPH TRAIL,,5,,23.5,,,2021,1102912.2021.5.16,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,17,BC,,0.0,2021-05-17 00:00:00,,,4.2,0.0,,13.8,13.8,,12.0,13.8,FORT LANGLEY TELEGRAPH TRAIL,,5,,15.5,,,2021,1102912.2021.5.17,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,18,BC,,0.0,2021-05-18 00:00:00,,,7.0,0.0,,0.2,0.2,,7.0,11.0,FORT LANGLEY TELEGRAPH TRAIL,,5,,15.0,,,2021,1102912.2021.5.18,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,19,BC,,0.0,2021-05-19 00:00:00,,,6.5,0.0,,0.0,0.0,,7.0,11.5,FORT LANGLEY TELEGRAPH TRAIL,,5,,16.0,,,2021,1102912.2021.5.19,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,20,BC,,0.0,2021-05-20 00:00:00,,,6.0,0.0,,0.2,0.2,,6.0,12.0,FORT LANGLEY TELEGRAPH TRAIL,,5,,18.0,,,2021,1102912.2021.5.20,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,21,BC,,0.0,2021-05-21 00:00:00,,,4.7,0.0,,0.0,0.0,,6.0,13.3,FORT LANGLEY TELEGRAPH TRAIL,,5,,20.5,,,2021,1102912.2021.5.21,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,22,BC,,0.0,2021-05-22 00:00:00,,,4.2,0.0,,0.0,0.0,,6.5,13.8,FORT LANGLEY TELEGRAPH TRAIL,,5,,21.0,,,2021,1102912.2021.5.22,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,23,BC,,0.0,2021-05-23 00:00:00,,,4.7,0.0,,4.0,4.0,,11.5,13.3,FORT LANGLEY TELEGRAPH TRAIL,,5,,15.0,,,2021,1102912.2021.5.23,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,24,BC,,0.0,2021-05-24 00:00:00,,,6.0,0.0,,5.8,5.8,,10.0,12.0,FORT LANGLEY TELEGRAPH TRAIL,,5,,14.0,,,2021,1102912.2021.5.24,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,25,BC,,0.0,2021-05-25 00:00:00,,,2.7,0.0,,0.0,0.0,,10.5,15.3,FORT LANGLEY TELEGRAPH TRAIL,,5,,20.0,,,2021,1102912.2021.5.25,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,26,BC,,0.0,2021-05-26 00:00:00,,,4.5,0.0,,5.8,5.8,,11.5,13.5,FORT LANGLEY TELEGRAPH TRAIL,,5,,15.5,,,2021,1102912.2021.5.26,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,27,BC,,0.0,2021-05-27 00:00:00,,,6.0,0.0,,13.0,13.0,,11.0,12.0,FORT LANGLEY TELEGRAPH TRAIL,,5,,13.0,,,2021,1102912.2021.5.27,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,28,BC,,0.0,2021-05-28 00:00:00,,,4.7,0.0,,0.6,0.6,,9.5,13.3,FORT LANGLEY TELEGRAPH TRAIL,,5,,17.0,,,2021,1102912.2021.5.28,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,29,BC,,0.0,2021-05-29 00:00:00,,,4.2,0.0,,0.0,0.0,,5.0,13.8,FORT LANGLEY TELEGRAPH TRAIL,,5,,22.5,,,2021,1102912.2021.5.29,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,30,BC,,0.0,2021-05-30 00:00:00,,,1.7,0.0,,0.0,0.0,,10.0,16.3,FORT LANGLEY TELEGRAPH TRAIL,,5,,22.5,,,2021,1102912.2021.5.30,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,31,BC,,0.0,2021-05-31 00:00:00,,,0.0,0.5,,0.0,0.0,,12.0,18.5,FORT LANGLEY TELEGRAPH TRAIL,,5,,25.0,,,2021,1102912.2021.5.31,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,1,BC,,0.0,2021-06-01 00:00:00,,,0.0,3.0,,0.0,0.0,,12.5,21.0,FORT LANGLEY TELEGRAPH TRAIL,,6,,29.5,,,2021,1102912.2021.6.1,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,2,BC,,0.0,2021-06-02 00:00:00,,,0.0,4.0,,0.0,0.0,,15.0,22.0,FORT LANGLEY TELEGRAPH TRAIL,,6,,29.0,,,2021,1102912.2021.6.2,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,3,BC,,0.0,2021-06-03 00:00:00,,,0.0,2.0,,0.0,0.0,,13.0,20.0,FORT LANGLEY TELEGRAPH TRAIL,,6,,27.0,,,2021,1102912.2021.6.3,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,6,BC,,0.0,2021-06-06 00:00:00,,,8.2,0.0,,4.2,4.2,,7.5,9.8,FORT LANGLEY TELEGRAPH TRAIL,,6,,12.0,,,2021,1102912.2021.6.6,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,T,,,,7,BC,,0.0,2021-06-07 00:00:00,,,5.7,0.0,,0.0,0.0,,8.5,12.3,FORT LANGLEY TELEGRAPH TRAIL,,6,T,16.0,,,2021,1102912.2021.6.7,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,8,BC,,0.0,2021-06-08 00:00:00,,,5.5,0.0,,0.6,0.6,,5.5,12.5,FORT LANGLEY TELEGRAPH TRAIL,,6,,19.5,,,2021,1102912.2021.6.8,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,9,BC,,0.0,2021-06-09 00:00:00,,,3.5,0.0,,1.8,1.8,,10.0,14.5,FORT LANGLEY TELEGRAPH TRAIL,,6,,19.0,,,2021,1102912.2021.6.9,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,10,BC,,0.0,2021-06-10 00:00:00,,,4.7,0.0,,0.2,0.2,,9.0,13.3,FORT LANGLEY TELEGRAPH TRAIL,,6,,17.5,,,2021,1102912.2021.6.10,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,11,BC,,0.0,2021-06-11 00:00:00,,,4.5,0.0,,1.6,1.6,,10.0,13.5,FORT LANGLEY TELEGRAPH TRAIL,,6,,17.0,,,2021,1102912.2021.6.11,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,12,BC,,0.0,2021-06-12 00:00:00,,,1.5,0.0,,8.2,8.2,,10.0,16.5,FORT LANGLEY TELEGRAPH TRAIL,,6,,23.0,,,2021,1102912.2021.6.12,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,13,BC,,0.0,2021-06-13 00:00:00,,,1.5,0.0,,11.0,11.0,,14.0,16.5,FORT LANGLEY TELEGRAPH TRAIL,,6,,19.0,,,2021,1102912.2021.6.13,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,14,BC,,0.0,2021-06-14 00:00:00,,,1.5,0.0,,5.8,5.8,,15.0,16.5,FORT LANGLEY TELEGRAPH TRAIL,,6,,18.0,,,2021,1102912.2021.6.14,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,15,BC,,0.0,2021-06-15 00:00:00,,,1.2,0.0,,3.4,3.4,,12.5,16.8,FORT LANGLEY TELEGRAPH TRAIL,,6,,21.0,,,2021,1102912.2021.6.15,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,16,BC,,0.0,2021-06-16 00:00:00,,,1.0,0.0,,0.0,0.0,,12.0,17.0,FORT LANGLEY TELEGRAPH TRAIL,,6,,22.0,,,2021,1102912.2021.6.16,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,17,BC,,0.0,2021-06-17 00:00:00,,,0.5,0.0,,0.0,0.0,,10.0,17.5,FORT LANGLEY TELEGRAPH TRAIL,,6,,25.0,,,2021,1102912.2021.6.17,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,18,BC,,0.0,2021-06-18 00:00:00,,,1.0,0.0,,0.0,0.0,,11.0,17.0,FORT LANGLEY TELEGRAPH TRAIL,,6,,23.0,,,2021,1102912.2021.6.18,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,19,BC,,0.0,2021-06-19 00:00:00,,,0.5,0.0,,0.0,0.0,,12.0,17.5,FORT LANGLEY TELEGRAPH TRAIL,,6,,23.0,,,2021,1102912.2021.6.19,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,20,BC,,0.0,2021-06-20 00:00:00,,,0.0,3.0,,0.0,0.0,,12.5,21.0,FORT LANGLEY TELEGRAPH TRAIL,,6,,29.5,,,2021,1102912.2021.6.20,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,21,BC,,0.0,2021-06-21 00:00:00,,,0.0,5.0,,0.0,0.0,,15.0,23.0,FORT LANGLEY TELEGRAPH TRAIL,,6,,31.0,,,2021,1102912.2021.6.21,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,22,BC,,0.0,2021-06-22 00:00:00,,,0.0,3.8,,0.0,0.0,,16.5,21.8,FORT LANGLEY TELEGRAPH TRAIL,,6,,27.0,,,2021,1102912.2021.6.22,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,23,BC,,0.0,2021-06-23 00:00:00,,,0.0,0.5,,0.0,0.0,,13.0,18.5,FORT LANGLEY TELEGRAPH TRAIL,,6,,24.0,,,2021,1102912.2021.6.23,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,24,BC,,0.0,2021-06-24 00:00:00,,,0.0,2.3,,0.0,0.0,,13.5,20.3,FORT LANGLEY TELEGRAPH TRAIL,,6,,27.0,,,2021,1102912.2021.6.24,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,25,BC,,0.0,2021-06-25 00:00:00,,,0.0,6.8,,0.0,0.0,,16.5,24.8,FORT LANGLEY TELEGRAPH TRAIL,,6,,33.0,,,2021,1102912.2021.6.25,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,26,BC,,0.0,2021-06-26 00:00:00,,,0.0,10.8,,0.0,0.0,,19.0,28.8,FORT LANGLEY TELEGRAPH TRAIL,,6,,38.5,,,2021,1102912.2021.6.26,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,27,BC,,0.0,2021-06-27 00:00:00,,,0.0,13.3,,0.0,0.0,,21.5,31.3,FORT LANGLEY TELEGRAPH TRAIL,,6,,41.0,,,2021,1102912.2021.6.27,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,28,BC,,0.0,2021-06-28 00:00:00,,,0.0,14.3,,0.0,0.0,,23.0,32.3,FORT LANGLEY TELEGRAPH TRAIL,,6,,41.5,,,2021,1102912.2021.6.28,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,29,BC,,0.0,2021-06-29 00:00:00,,,0.0,10.3,,0.0,0.0,,23.5,28.3,FORT LANGLEY TELEGRAPH TRAIL,,6,,33.0,,,2021,1102912.2021.6.29,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,30,BC,,0.0,2021-06-30 00:00:00,,,0.0,3.3,,0.0,0.0,,17.5,21.3,FORT LANGLEY TELEGRAPH TRAIL,,6,,25.0,,,2021,1102912.2021.6.30,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,1,BC,,0.0,2021-07-01 00:00:00,,,0.0,3.5,,0.0,0.0,,18.0,21.5,FORT LANGLEY TELEGRAPH TRAIL,,7,,25.0,,,2021,1102912.2021.7.1,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,2,BC,,0.0,2021-07-02 00:00:00,,,0.0,4.3,,0.0,0.0,,17.5,22.3,FORT LANGLEY TELEGRAPH TRAIL,,7,,27.0,,,2021,1102912.2021.7.2,1102912,,,0.0,,76.0
